Date,City,Gas Prices (dollars per gallon),,,
14-Oct,New York City,3.353,,,
14-Nov,New York City,3.142,,,
14-Dec,New York City,2.862,,,
15-Jan,New York City,2.398,,,
15-Feb,New York City,2.344,,,
15-Mar,New York City,2.517,,,
15-Apr,New York City,2.558,,,
15-May,New York City,2.79,,,
15-Jun,New York City,2.864,,,
15-Jul,New York City,2.876,,,
15-Aug,New York City,2.677,,,
15-Sep,New York City,2.415,,,
15-Oct,New York City,2.295,,,
15-Nov,New York City,2.275,,,
15-Dec,New York City,2.209,,,
16-Jan,New York City,2.088,,,
16-Feb,New York City,1.92,,,
16-Mar,New York City,1.981,,,
16-Apr,New York City,2.19,,,
16-May,New York City,2.359,,,
16-Jun,New York City,2.414,,,
16-Jul,New York City,2.361,,,
16-Aug,New York City,2.282,,,
16-Sep,New York City,2.302,,,
16-Oct,New York City,2.333,,,
16-Nov,New York City,2.438,,,
16-Dec,New York City,2.505,,,
17-Jan,New York City,2.597,,,
17-Feb,New York City,2.53,,,
17-Mar,New York City,2.484,,,
17-Apr,New York City,2.556,,,
17-May,New York City,2.562,,,
17-Jun,New York City,2.538,,,
17-Jul,New York City,2.501,,,
17-Aug,New York City,2.564,,,
17-Sep,New York City,2.886,,,
17-Oct,New York City,2.688,,,
17-Nov,New York City,2.721,,,
17-Dec,New York City,2.674,,,
18-Jan,New York City,2.742,,,
18-Feb,New York City,2.799,,,
18-Mar,New York City,2.732,,,
18-Apr,New York City,2.901,,,
18-May,New York City,3.057,,,
18-Jun,New York City,3.02,,,
18-Jul,New York City,2.975,,,
18-Aug,New York City,2.963,,,
18-Sep,New York City,2.953,,,
18-Oct,New York City,2.952,,,
18-Nov,New York City,2.785,,,
18-Dec,New York City,2.578,,,
19-Jan,New York City,2.473,,,
19-Feb,New York City,2.451,,,
19-Mar,New York City,2.623,,,
19-Apr,New York City,2.86,,,
19-May,New York City,2.981,,,
19-Jun,New York City,2.847,,,
19-Jul,New York City,2.86,,,
19-Aug,New York City,2.786,,,
19-Sep,New York City,2.673,,,
19-Oct,New York City,2.625,,,
19-Nov,New York City,2.641,,,
19-Dec,New York City,2.63,,,
20-Jan,New York City,2.669,,,
20-Feb,New York City,2.559,,,
20-Mar,New York City,2.404,,,
20-Apr,New York City,2.148,,,
20-May,New York City,2.104,,,
20-Jun,New York City,2.185,,,
20-Jul,New York City,2.233,,,
20-Aug,New York City,2.222,,,
20-Sep,New York City,2.228,,,
20-Oct,New York City,2.222,,,
20-Nov,New York City,2.191,,,
20-Dec,New York City,2.291,,,
21-Jan,New York City,2.466,,,
21-Feb,New York City,2.648,,,
21-Mar,New York City,2.893,,,
21-Apr,New York City,2.895,,,
Jun-00,San Francisco,1.816,,,
Jul-00,San Francisco,1.901,,,
Aug-00,San Francisco,1.9,,,
Sep-00,San Francisco,1.999,,,
Oct-00,San Francisco,1.996,,,
Nov-00,San Francisco,1.967,,,
Dec-00,San Francisco,1.893,,,
1-Jan,San Francisco,1.799,,,
1-Feb,San Francisco,1.796,,,
1-Mar,San Francisco,1.851,,,
1-Apr,San Francisco,1.977,,,
1-May,San Francisco,2.064,,,
1-Jun,San Francisco,2.061,,,
1-Jul,San Francisco,1.929,,,
1-Aug,San Francisco,1.74,,,
1-Sep,San Francisco,1.874,,,
1-Oct,San Francisco,1.783,,,
1-Nov,San Francisco,1.637,,,
1-Dec,San Francisco,1.408,,,
2-Jan,San Francisco,1.326,,,
2-Feb,San Francisco,1.313,,,
2-Mar,San Francisco,1.512,,,
2-Apr,San Francisco,1.707,,,
2-May,San Francisco,1.674,,,
2-Jun,San Francisco,1.699,,,
2-Jul,San Francisco,1.722,,,
2-Aug,San Francisco,1.713,,,
2-Sep,San Francisco,1.684,,,
2-Oct,San Francisco,1.642,,,
2-Nov,San Francisco,1.716,,,
2-Dec,San Francisco,1.692,,,
3-Jan,San Francisco,1.781,,,
3-Feb,San Francisco,1.952,,,
3-Mar,San Francisco,2.2,,,
3-Apr,San Francisco,2.131,,,
3-May,San Francisco,1.955,,,
3-Jun,San Francisco,1.898,,,
3-Jul,San Francisco,1.9,,,
3-Aug,San Francisco,1.99,,,
3-Sep,San Francisco,2.126,,,
3-Oct,San Francisco,1.902,,,
3-Nov,San Francisco,1.776,,,
3-Dec,San Francisco,1.695,,,
4-Jan,San Francisco,1.749,,,
4-Feb,San Francisco,1.932,,,
4-Mar,San Francisco,2.182,,,
4-Apr,San Francisco,2.195,,,
4-May,San Francisco,2.318,,,
4-Jun,San Francisco,2.353,,,
4-Jul,San Francisco,2.255,,,
4-Aug,San Francisco,2.157,,,
4-Sep,San Francisco,2.145,,,
4-Oct,San Francisco,2.411,,,
4-Nov,San Francisco,2.401,,,
4-Dec,San Francisco,2.174,,,
5-Jan,San Francisco,1.981,,,
5-Feb,San Francisco,2.107,,,
5-Mar,San Francisco,2.33,,,
5-Apr,San Francisco,2.656,,,
5-May,San Francisco,2.595,,,
5-Jun,San Francisco,2.438,,,
5-Jul,San Francisco,2.614,,,
5-Aug,San Francisco,2.763,,,
5-Sep,San Francisco,3.061,,,
5-Oct,San Francisco,2.962,,,
5-Nov,San Francisco,2.544,,,
5-Dec,San Francisco,2.253,,,
6-Jan,San Francisco,2.398,,,
6-Feb,San Francisco,2.519,,,
6-Mar,San Francisco,2.603,,,
6-Apr,San Francisco,2.94,,,
6-May,San Francisco,3.349,,,
6-Jun,San Francisco,3.241,,,
6-Jul,San Francisco,3.227,,,
6-Aug,San Francisco,3.168,,,
6-Sep,San Francisco,2.909,,,
6-Oct,San Francisco,2.577,,,
6-Nov,San Francisco,2.511,,,
6-Dec,San Francisco,2.607,,,
7-Jan,San Francisco,2.703,,,
7-Feb,San Francisco,2.832,,,
7-Mar,San Francisco,3.209,,,
7-Apr,San Francisco,3.429,,,
7-May,San Francisco,3.572,,,
7-Jun,San Francisco,3.447,,,
7-Jul,San Francisco,3.292,,,
7-Aug,San Francisco,3.071,,,
7-Sep,San Francisco,2.999,,,
7-Oct,San Francisco,3.174,,,
7-Nov,San Francisco,3.5,,,
7-Dec,San Francisco,3.463,,,
8-Jan,San Francisco,3.403,,,
8-Feb,San Francisco,3.34,,,
8-Mar,San Francisco,3.672,,,
8-Apr,San Francisco,3.88,,,
8-May,San Francisco,4.041,,,
8-Jun,San Francisco,4.517,,,
8-Jul,San Francisco,4.525,,,
8-Aug,San Francisco,4.201,,,
8-Sep,San Francisco,3.935,,,
8-Oct,San Francisco,3.574,,,
8-Nov,San Francisco,2.54,,,
8-Dec,San Francisco,1.897,,,
9-Jan,San Francisco,2.06,,,
9-Feb,San Francisco,2.252,,,
9-Mar,San Francisco,2.224,,,
9-Apr,San Francisco,2.364,,,
9-May,San Francisco,2.53,,,
9-Jun,San Francisco,2.985,,,
9-Jul,San Francisco,2.953,,,
9-Aug,San Francisco,3.09,,,
9-Sep,San Francisco,3.208,,,
9-Oct,San Francisco,3.121,,,
9-Nov,San Francisco,3.034,,,
9-Dec,San Francisco,2.969,,,
10-Jan,San Francisco,3.078,,,
10-Feb,San Francisco,2.999,,,
10-Mar,San Francisco,3.118,,,
10-Apr,San Francisco,3.15,,,
10-May,San Francisco,3.155,,,
10-Jun,San Francisco,3.183,,,
10-Jul,San Francisco,3.212,,,
10-Aug,San Francisco,3.221,,,
10-Sep,San Francisco,3.103,,,
10-Oct,San Francisco,3.174,,,
10-Nov,San Francisco,3.234,,,
10-Dec,San Francisco,3.337,,,
11-Jan,San Francisco,3.412,,,
11-Feb,San Francisco,3.601,,,
11-Mar,San Francisco,4.023,,,
11-Apr,San Francisco,4.229,,,
11-May,San Francisco,4.253,,,
11-Jun,San Francisco,3.985,,,
11-Jul,San Francisco,3.869,,,
11-Aug,San Francisco,3.859,,,
11-Sep,San Francisco,3.986,,,
11-Oct,San Francisco,3.902,,,
11-Nov,San Francisco,3.834,,,
11-Dec,San Francisco,3.633,,,
12-Jan,San Francisco,3.729,,,
12-Feb,San Francisco,4.026,,,
12-Mar,San Francisco,4.392,,,
12-Apr,San Francisco,4.278,,,
12-May,San Francisco,4.366,,,
12-Jun,San Francisco,4.147,,,
12-Jul,San Francisco,3.82,,,
12-Aug,San Francisco,4.133,,,
12-Sep,San Francisco,4.238,,,
12-Oct,San Francisco,4.478,,,
12-Nov,San Francisco,3.925,,,
12-Dec,San Francisco,3.643,,,
13-Jan,San Francisco,3.67,,,
13-Feb,San Francisco,4.078,,,
13-Mar,San Francisco,4.183,,,
13-Apr,San Francisco,4.057,,,
13-May,San Francisco,4.079,,,
13-Jun,San Francisco,4.068,,,
13-Jul,San Francisco,4.046,,,
13-Aug,San Francisco,3.937,,,
13-Sep,San Francisco,4.007,,,
13-Oct,San Francisco,3.915,,,
13-Nov,San Francisco,3.691,,,
13-Dec,San Francisco,3.652,,,
14-Jan,San Francisco,3.693,,,
14-Feb,San Francisco,3.732,,,
14-Mar,San Francisco,3.993,,,
14-Apr,San Francisco,4.204,,,
14-May,San Francisco,4.257,,,
14-Jun,San Francisco,4.202,,,
14-Jul,San Francisco,4.136,,,
14-Aug,San Francisco,4.009,,,
14-Sep,San Francisco,3.882,,,
14-Oct,San Francisco,3.636,,,
14-Nov,San Francisco,3.302,,,
14-Dec,San Francisco,2.984,,,
15-Jan,San Francisco,2.678,,,
15-Feb,San Francisco,2.777,,,
15-Mar,San Francisco,3.395,,,
15-Apr,San Francisco,3.293,,,
15-May,San Francisco,3.76,,,
15-Jun,San Francisco,3.587,,,
15-Jul,San Francisco,3.587,,,
15-Aug,San Francisco,3.442,,,
15-Sep,San Francisco,3.115,,,
15-Oct,San Francisco,2.951,,,
15-Nov,San Francisco,2.847,,,
15-Dec,San Francisco,2.753,,,
16-Jan,San Francisco,2.737,,,
16-Feb,San Francisco,2.502,,,
16-Mar,San Francisco,2.68,,,
16-Apr,San Francisco,2.865,,,
16-May,San Francisco,2.927,,,
16-Jun,San Francisco,2.979,,,
16-Jul,San Francisco,2.973,,,
16-Aug,San Francisco,2.804,,,
16-Sep,San Francisco,2.861,,,
16-Oct,San Francisco,2.876,,,
16-Nov,San Francisco,2.787,,,
16-Dec,San Francisco,2.784,,,
17-Jan,San Francisco,2.897,,,
17-Feb,San Francisco,2.967,,,
17-Mar,San Francisco,3.097,,,
17-Apr,San Francisco,3.116,,,
17-May,San Francisco,3.179,,,
17-Jun,San Francisco,3.193,,,
17-Jul,San Francisco,3.09,,,
17-Aug,San Francisco,3.124,,,
17-Sep,San Francisco,3.277,,,
17-Oct,San Francisco,3.214,,,
17-Nov,San Francisco,3.328,,,
17-Dec,San Francisco,3.269,,,
18-Jan,San Francisco,3.277,,,
18-Feb,San Francisco,3.424,,,
18-Mar,San Francisco,3.527,,,
18-Apr,San Francisco,3.696,,,
18-May,San Francisco,3.77,,,
18-Jun,San Francisco,3.765,,,
18-Jul,San Francisco,3.717,,,
18-Aug,San Francisco,3.636,,,
18-Sep,San Francisco,3.662,,,
18-Oct,San Francisco,3.826,,,
18-Nov,San Francisco,3.719,,,
18-Dec,San Francisco,3.515,,,
19-Jan,San Francisco,3.392,,,
19-Feb,San Francisco,3.349,,,
19-Mar,San Francisco,3.442,,,
19-Apr,San Francisco,3.949,,,
19-May,San Francisco,4.117,,,
19-Jun,San Francisco,3.893,,,
19-Jul,San Francisco,3.763,,,
19-Aug,San Francisco,3.642,,,
19-Sep,San Francisco,3.741,,,
19-Oct,San Francisco,4.173,,,
19-Nov,San Francisco,3.998,,,
19-Dec,San Francisco,3.668,,,
20-Jan,San Francisco,3.56,,,
20-Feb,San Francisco,3.53,,,
20-Mar,San Francisco,3.314,,,
20-Apr,San Francisco,2.936,,,
20-May,San Francisco,2.902,,,
20-Jun,San Francisco,3.075,,,
20-Jul,San Francisco,3.22,,,
20-Aug,San Francisco,3.318,,,
20-Sep,San Francisco,3.335,,,
20-Oct,San Francisco,3.304,,,
20-Nov,San Francisco,3.295,,,
20-Dec,San Francisco,3.331,,,
21-Jan,San Francisco,3.413,,,
21-Feb,San Francisco,3.506,,,
21-Mar,San Francisco,3.867,,,
21-Apr,San Francisco,4.022,,,
Jun-00,Seattle,,,,
Jul-00,Seattle,,,,
Aug-00,Seattle,,,,
Sep-00,Seattle,,,,
Oct-00,Seattle,,,,
Nov-00,Seattle,,,,
Dec-00,Seattle,,,,
1-Jan,Seattle,,,,
1-Feb,Seattle,,,,
1-Mar,Seattle,,,,
1-Apr,Seattle,,,,
1-May,Seattle,,,,
1-Jun,Seattle,,,,
1-Jul,Seattle,,,,
1-Aug,Seattle,,,,
1-Sep,Seattle,,,,
1-Oct,Seattle,,,,
1-Nov,Seattle,,,,
1-Dec,Seattle,,,,
2-Jan,Seattle,,,,
2-Feb,Seattle,,,,
2-Mar,Seattle,,,,
2-Apr,Seattle,,,,
2-May,Seattle,,,,
2-Jun,Seattle,,,,
2-Jul,Seattle,,,,
2-Aug,Seattle,,,,
2-Sep,Seattle,,,,
2-Oct,Seattle,,,,
2-Nov,Seattle,,,,
2-Dec,Seattle,,,,
3-Jan,Seattle,,,,
3-Feb,Seattle,,,,
3-Mar,Seattle,,,,
3-Apr,Seattle,,,,
3-May,Seattle,,,,
3-Jun,Seattle,1.591,,,
3-Jul,Seattle,1.622,,,
3-Aug,Seattle,1.78,,,
3-Sep,Seattle,1.887,,,
3-Oct,Seattle,1.657,,,
3-Nov,Seattle,1.59,,,
3-Dec,Seattle,1.537,,,
4-Jan,Seattle,1.637,,,
4-Feb,Seattle,1.728,,,
4-Mar,Seattle,1.845,,,
4-Apr,Seattle,1.96,,,
4-May,Seattle,2.253,,,
4-Jun,Seattle,2.232,,,
4-Jul,Seattle,2.032,,,
4-Aug,Seattle,1.983,,,
4-Sep,Seattle,2.028,,,
4-Oct,Seattle,2.092,,,
4-Nov,Seattle,2.074,,,
4-Dec,Seattle,1.947,,,
5-Jan,Seattle,1.853,,,
5-Feb,Seattle,1.971,,,
5-Mar,Seattle,2.185,,,
5-Apr,Seattle,2.465,,,
5-May,Seattle,2.459,,,
5-Jun,Seattle,2.319,,,
5-Jul,Seattle,2.453,,,
5-Aug,Seattle,2.645,,,
5-Sep,Seattle,2.908,,,
5-Oct,Seattle,2.807,,,
5-Nov,Seattle,2.495,,,
5-Dec,Seattle,2.236,,,
6-Jan,Seattle,2.252,,,
6-Feb,Seattle,2.296,,,
6-Mar,Seattle,2.454,,,
6-Apr,Seattle,2.771,,,
6-May,Seattle,3.154,,,
6-Jun,Seattle,3.129,,,
6-Jul,Seattle,3.052,,,
6-Aug,Seattle,3.035,,,
6-Sep,Seattle,2.819,,,
6-Oct,Seattle,2.535,,,
6-Nov,Seattle,2.501,,,
6-Dec,Seattle,2.642,,,
7-Jan,Seattle,2.653,,,
7-Feb,Seattle,2.493,,,
7-Mar,Seattle,2.779,,,
7-Apr,Seattle,3.135,,,
7-May,Seattle,3.436,,,
7-Jun,Seattle,3.19,,,
7-Jul,Seattle,2.985,,,
7-Aug,Seattle,2.827,,,
7-Sep,Seattle,2.894,,,
7-Oct,Seattle,3.01,,,
7-Nov,Seattle,3.242,,,
7-Dec,Seattle,3.171,,,
8-Jan,Seattle,3.153,,,
8-Feb,Seattle,3.149,,,
8-Mar,Seattle,3.506,,,
8-Apr,Seattle,3.607,,,
8-May,Seattle,3.88,,,
8-Jun,Seattle,4.326,,,
8-Jul,Seattle,4.331,,,
8-Aug,Seattle,4.028,,,
8-Sep,Seattle,3.79,,,
8-Oct,Seattle,3.236,,,
8-Nov,Seattle,2.349,,,
8-Dec,Seattle,1.882,,,
9-Jan,Seattle,2.033,,,
9-Feb,Seattle,2.188,,,
9-Mar,Seattle,2.199,,,
9-Apr,Seattle,2.338,,,
9-May,Seattle,2.499,,,
9-Jun,Seattle,2.817,,,
9-Jul,Seattle,2.773,,,
9-Aug,Seattle,2.862,,,
9-Sep,Seattle,2.957,,,
9-Oct,Seattle,2.816,,,
9-Nov,Seattle,2.857,,,
9-Dec,Seattle,2.826,,,
10-Jan,Seattle,2.891,,,
10-Feb,Seattle,2.845,,,
10-Mar,Seattle,3,,,
10-Apr,Seattle,3.091,,,
10-May,Seattle,3.073,,,
10-Jun,Seattle,2.999,,,
10-Jul,Seattle,3.035,,,
10-Aug,Seattle,3.115,,,
10-Sep,Seattle,3.028,,,
10-Oct,Seattle,3.064,,,
10-Nov,Seattle,3.128,,,
10-Dec,Seattle,3.206,,,
11-Jan,Seattle,3.28,,,
11-Feb,Seattle,3.418,,,
11-Mar,Seattle,3.749,,,
11-Apr,Seattle,3.935,,,
11-May,Seattle,4.063,,,
11-Jun,Seattle,3.933,,,
11-Jul,Seattle,3.85,,,
11-Aug,Seattle,3.844,,,
11-Sep,Seattle,3.927,,,
11-Oct,Seattle,3.861,,,
11-Nov,Seattle,3.79,,,
11-Dec,Seattle,3.59,,,
12-Jan,Seattle,3.562,,,
12-Feb,Seattle,3.76,,,
12-Mar,Seattle,4.118,,,
12-Apr,Seattle,4.191,,,
12-May,Seattle,4.274,,,
12-Jun,Seattle,4.135,,,
12-Jul,Seattle,3.676,,,
12-Aug,Seattle,3.945,,,
12-Sep,Seattle,4.093,,,
12-Oct,Seattle,4.056,,,
12-Nov,Seattle,3.622,,,
12-Dec,Seattle,3.452,,,
13-Jan,Seattle,3.474,,,
13-Feb,Seattle,3.73,,,
13-Mar,Seattle,3.895,,,
13-Apr,Seattle,3.757,,,
13-May,Seattle,3.983,,,
13-Jun,Seattle,3.911,,,
13-Jul,Seattle,3.933,,,
13-Aug,Seattle,3.884,,,
13-Sep,Seattle,3.781,,,
13-Oct,Seattle,3.619,,,
13-Nov,Seattle,3.389,,,
13-Dec,Seattle,3.407,,,
14-Jan,Seattle,3.444,,,
14-Feb,Seattle,3.421,,,
14-Mar,Seattle,3.655,,,
14-Apr,Seattle,3.867,,,
14-May,Seattle,3.948,,,
14-Jun,Seattle,4.017,,,
14-Jul,Seattle,4.025,,,
14-Aug,Seattle,3.953,,,
14-Sep,Seattle,3.862,,,
14-Oct,Seattle,3.51,,,
14-Nov,Seattle,3.165,,,
14-Dec,Seattle,2.918,,,
15-Jan,Seattle,2.455,,,
15-Feb,Seattle,2.418,,,
15-Mar,Seattle,2.936,,,
15-Apr,Seattle,2.838,,,
15-May,Seattle,3.094,,,
15-Jun,Seattle,3.167,,,
15-Jul,Seattle,3.228,,,
15-Aug,Seattle,3.123,,,
15-Sep,Seattle,2.808,,,
15-Oct,Seattle,2.573,,,
15-Nov,Seattle,2.526,,,
15-Dec,Seattle,2.504,,,
16-Jan,Seattle,2.471,,,
16-Feb,Seattle,2.161,,,
16-Mar,Seattle,2.28,,,
16-Apr,Seattle,2.363,,,
16-May,Seattle,2.571,,,
16-Jun,Seattle,2.678,,,
16-Jul,Seattle,2.697,,,
16-Aug,Seattle,2.638,,,
16-Sep,Seattle,2.712,,,
16-Oct,Seattle,2.753,,,
16-Nov,Seattle,2.695,,,
16-Dec,Seattle,2.635,,,
17-Jan,Seattle,2.782,,,
17-Feb,Seattle,2.784,,,
17-Mar,Seattle,2.869,,,
17-Apr,Seattle,2.933,,,
17-May,Seattle,2.931,,,
17-Jun,Seattle,2.906,,,
17-Jul,Seattle,2.86,,,
17-Aug,Seattle,2.928,,,
17-Sep,Seattle,3.107,,,
17-Oct,Seattle,3.005,,,
17-Nov,Seattle,3.056,,,
17-Dec,Seattle,3.028,,,
18-Jan,Seattle,3.026,,,
18-Feb,Seattle,3.099,,,
18-Mar,Seattle,3.182,,,
18-Apr,Seattle,3.338,,,
18-May,Seattle,3.459,,,
18-Jun,Seattle,3.473,,,
18-Jul,Seattle,3.433,,,
18-Aug,Seattle,3.378,,,
18-Sep,Seattle,3.387,,,
18-Oct,Seattle,3.519,,,
18-Nov,Seattle,3.496,,,
18-Dec,Seattle,3.296,,,
19-Jan,Seattle,3.152,,,
19-Feb,Seattle,3.085,,,
19-Mar,Seattle,3.108,,,
19-Apr,Seattle,3.469,,,
19-May,Seattle,3.635,,,
19-Jun,Seattle,3.549,,,
19-Jul,Seattle,3.445,,,
19-Aug,Seattle,3.367,,,
19-Sep,Seattle,3.333,,,
19-Oct,Seattle,3.452,,,
19-Nov,Seattle,3.482,,,
19-Dec,Seattle,3.33,,,
20-Jan,Seattle,3.232,,,
20-Feb,Seattle,3.211,,,
20-Mar,Seattle,3.092,,,
20-Apr,Seattle,2.712,,,
20-May,Seattle,2.66,,,
20-Jun,Seattle,2.764,,,
20-Jul,Seattle,2.881,,,
20-Aug,Seattle,2.932,,,
20-Sep,Seattle,2.936,,,
20-Oct,Seattle,2.888,,,
20-Nov,Seattle,2.881,,,
20-Dec,Seattle,2.87,,,
21-Jan,Seattle,2.925,,,
21-Feb,Seattle,3.06,,,
21-Mar,Seattle,3.373,,,
21-Apr,Seattle,3.515,,,
